"type","certified","body","make","model","trim","mileage","price","year","dealer","city","rating","reviews","badge"
"Used",0,"Wagon","Scion","xB","Base",43343,14988,2015,"Toyota of Huntington Beach","Huntington Beach",3.7,3,"Fair Price"
"New",0,"Sedan","Nissan","Versa","1.6 SR",11,17141,2020,"Surf City Nissan","Huntington Beach",1,1,
"Used",0,"Hatchback","Nissan","Leaf","SV",61329,5489,2013,"OC Auto Club","Midway City",5,3,"Great Deal"
"Used",0,"Minivan","Toyota","Sienna","XLE",64933,13750,2011,"Hi Auto Sales INC.","Westminster",3.7,42,
"Used",0,"Sedan","Hyundai","Sonata","GLS",84408,6499,2013,"California Motors Direct","Stanton",2.9,177,
"Used",0,"Sedan","Jaguar","XJ","L",88788,13688,2011,"SC Motors II","Placentia",2.2,25,"Great Deal"
"Used",0,"SUV","Toyota","Venza","",69963,10599,2010,"OC Auto Exchange","Fullerton",1,116,
"Used",0,"Cargo Van","Ford","Transit-150","Base",3372,23981,2016,"Auto Republic Fullerton","Fullerton",2.8,40,"Good Deal"
"New",0,"Sedan","Nissan","Versa","S",10,16218,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"Coupe","Lexus","LC 500","Base",22833,85895,2018,"Paradise Automotive Group","San Juan Capistrano",5,20,"Fair Price"
"New",0,"Sedan","Nissan","Versa","S",5,16515,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","S",5,16515,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","S",5,16515,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","S",10,14515,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Chevrolet","Trax","LS",7,17495,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"Sedan","Nissan","Versa","S",2,17020,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","S",5,16515,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Kicks","SV",5,21380,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Chevrolet","Trax","LS",131,17495,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Nissan","Kicks","SV",22,21235,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Kicks","SV",5,21095,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Kicks","SV",5,21095,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","SV",2,17905,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Nissan","Kicks","SV",16,21280,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Sedan","Nissan","Versa","SV",2,17875,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SV",2,17640,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","S",0,16185,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"SUV","Chevrolet","Trax","LS",4,19177,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Nissan","Kicks","SV",5,21280,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"Passenger Van","Chevrolet","Express 3500","LS",102,36043,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"Used",0,"Coupe","Lexus","RC 200t","Base",29110,25784,2017,"Long Beach BMW","Signal Hill",4.7,723,"Good Deal"
"Used",0,"Sedan","Chevrolet","Malibu","LTZ",50442,7950,2010,"Shift Los Angeles","Whittier",2.3,32,"Great Deal"
"New",0,"Hatchback","Porsche","Panamera e-Hybrid","Turbo S",11,178988,2019,"McKenna Porsche","Norwalk",0,43,
"New",0,"Hatchback","Porsche","Panamera e-Hybrid","4",21,103988,2019,"McKenna Porsche","Norwalk",0,43,
"Used",0,"SUV","Dodge","Journey","SXT",57533,9950,2017,"All In Auto Group","Norco",1.1,22,
"New",0,"Cargo Van","Ford","Transit-150","BASE",18,30250,2020,"Puente Hills Ford","City of Industry",4.4,196,
"New",0,"Sedan","Nissan","Versa","1.6 S",5,17580,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"Hatchback","Chevrolet","Spark","LS",3,11977,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"New",0,"SUV","Nissan","Kicks","SV",5,20110,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"SUV","Nissan","Kicks","SV",5,20110,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"Wagon","Chevrolet","Bolt EV","LT",1,26750,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20443,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",3,20443,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20443,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",3,20443,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Nissan","Versa","1.6 SR",12,20005,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"Sedan","Nissan","Versa","1.6 SR",5,20005,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"Sedan","Nissan","Versa","1.6 SR",4,20005,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"Sedan","Chevrolet","Malibu","1LS",10,20162,2020,"MK Smith Chevrolet","Chino",4.1,263,
"New",0,"Sedan","Nissan","Versa","1.6 SR",4,19610,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"Sedan","Mitsubishi","Lancer","GT",147690,4199,2012,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"Sedan","Kia","Stinger","GT",12132,30720,2019,"Westcoast Auto Sales","Montclair",4.8,1794,"Good Deal"
"Used",0,"Convertible","Toyota","MR2","Spyder",76819,6599,2003,"LA Auto Exchange #2","El Monte",5,4,
"New",0,"SUV","Dodge","Journey","SE Value Package",16,20490,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"SUV","Dodge","Journey","SE",21064,16199,2018,"California Motors Direct - Montclair","Montclair",1.6,36,
"New",0,"Sedan","Nissan","Versa","S",0,15834,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"Used",1,"Coupe","Mercedes-Benz","AMG GT","AMG GT S",24649,70900,2016,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,"Great Deal"
"New",0,"SUV","Nissan","Kicks","SR",0,23310,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"Used",1,"Sedan","BMW","528","i",27029,21888,2016,"Crevier BMW","Santa Ana",3.6,310,"Good Deal"
"New",0,"SUV","Cadillac","XT4","Sport",153,39365,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Nissan","Versa","1.6 SR",0,18910,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Buick","Envision","Premium I",2,36116,2020,"Tustin Buick GMC","Tustin",5,13,
"New",0,"SUV","Cadillac","XT4","Sport",4553,40535,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Kicks","SV",0,21345,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,20345,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"Sedan","Nissan","Versa","S",0,15045,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",2876,33835,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Kicks","SR",0,22855,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,21095,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,20345,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Cadillac","XT4","Sport",0,41064,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",0,40963,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"Used",0,"Convertible","Ferrari","488 Spider","",2568,289800,2018,"Ferrari Maserati of Newport Beach","Newport Beach",5,112,"Great Deal"
"Used",0,"Coupe","Aston Martin","DB9","",38930,44860,2007,"Aston Martin Newport Beach","Newport Beach",0,0,"Good Deal"
"Used",0,"Sedan","Chevrolet","Cruze Limited","LS",35126,7299,2016,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Wagon","Volkswagen","Jetta SportWagen","TDI",66630,9499,2014,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Sedan","Nissan","Sentra","SV",35432,8199,2015,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"SUV","Hummer","H2","",45800,19799,2003,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Hatchback","Chevrolet","Spark","LS",84402,4399,2015,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"SUV","Lincoln","Navigator","Select",25611,25990,2017,"Sterling Imports LTD","Santa Ana",1,77,
"New",0,"Sedan","Nissan","Versa","1.6 SR",6,17491,2020,"Surf City Nissan","Huntington Beach",1,1,
"New",0,"Sedan","Nissan","Versa","1.6 SV",6,16908,2020,"Surf City Nissan","Huntington Beach",1,1,
"New",0,"Sedan","Nissan","Versa","1.6 SV",5,16558,2020,"Surf City Nissan","Huntington Beach",1,1,
"New",0,"SUV","Nissan","Kicks","SR",7,17749,2019,"Surf City Nissan","Huntington Beach",1,1,
"New",0,"Minivan","Chrysler","Pacifica","Limited",2,41400,2020,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"New",0,"Cargo Van","GMC","Savana 2500","Work Van",9,73675,2019,"Allen Cadillac GMC","Laguna Niguel",3.8,271,
"New",0,"Hatchback","Hyundai","Ioniq Hybrid","Limited",0,31830,2019,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Wagon","Volvo","V60 Cross Country","T5",0,44836,2020,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,
"Used",0,"Sedan","Volkswagen","Jetta","2.0L TDI SE w/Connectivity",49007,7699,2015,"OC Auto Exchange","Fullerton",1,116,
"New",0,"Sedan","Nissan","Versa","S",10,15985,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,16243,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,15985,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,15985,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,16243,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,16243,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,16243,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"Minivan","Chrysler","Pacifica Hybrid","Limited",10855,39000,2019,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,"Good Deal"
"New",0,"SUV","Chevrolet","Trax","LS",12,17495,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"Sedan","Chevrolet","Sonic","LT",3,19995,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19515,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19515,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"Used",0,"Sedan","Lexus","GS F","Base",37260,48000,2016,"Lexus of Cerritos","Cerritos",4.7,903,"Good Deal"
"New",0,"Sedan","Nissan","Versa","S",2,15480,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SR",2,20175,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SR",1,20175,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SV",2,17480,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SR",1,20175,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SV",9,17480,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","SV",2,17640,2020,"Larry H Miller Nissan Corona","Corona",4.3,164,
"New",0,"Sedan","Nissan","Versa","S",5,14545,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Chevrolet","Trax","LS",4,17495,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",7,31567,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Chevrolet","Trax","LS",3,19705,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Chevrolet","Trax","LS",3,19630,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"Hatchback","Porsche","Panamera e-Hybrid","Turbo S",96,174988,2019,"McKenna Porsche","Norwalk",0,43,
"New",0,"SUV","Nissan","Kicks","SV",5,20895,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"SUV","Chevrolet","Trax","LS",3,17977,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"Used",0,"Sedan","Lincoln","Continental","Black Label",27863,32599,2017,"Corona Motors Direct","Norco",1.6,12,"Good Deal"
"New",0,"SUV","Chevrolet","Equinox","LS",0,18723,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Hatchback","Chevrolet","Spark","ACTIV",3,14246,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",0,20006,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Hatchback","Chevrolet","Spark","1LT",2,13158,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",1,20076,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Sedan","Chevrolet","Malibu","RS",2,20076,2020,"Win Chevrolet","Carson",3.6,213,
"Used",0,"Sedan","Honda","Accord Plug-In Hybrid","Base",87763,13199,2014,"California Motor Trade","Downey",2.5,11,"Good Deal"
"New",0,"SUV","Nissan","Kicks","SV",4,22135,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",4,22485,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",4,22485,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",5,22805,2020,"Carson Nissan","Carson",4.8,3428,
"New",0,"SUV","Nissan","Kicks","SV",4,22135,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"Minivan","Toyota","Sienna","Limited Premium",32000,21480,2017,"Affordable Auto Solutions","Wilmington",1,3,
"Used",0,"Sedan","Kia","K900","Premium 3.8L",33136,18199,2016,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"SUV","Kia","Sportage","LX",66739,11199,2015,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"Sedan","Pontiac","G8","GT",108682,16199,2009,"LA Auto Exchange #1","West Covina",1.4,21,"Fair Price"
"Used",0,"Sedan","Nissan","Sentra","S",36052,10599,2017,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Hatchback","Volkswagen","Beetle","DSG 2.0T Turbo R-Line w/Sun/Sound/Nav",11500,13950,2014,"SV Automotive","Ontario",4.4,16,
"Used",0,"SUV","Hummer","H2","",107025,16990,2003,"Carson Champion Auto Superstore","Gardena",0,0,"Good Deal"
"Used",0,"Sedan","Ford","Focus","SE",110915,4199,2013,"LA Auto Exchange #2","El Monte",5,4,
"New",0,"SUV","Dodge","Journey","SE Value Package",11,20490,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"Sedan","Chrysler","300","Limited",76184,10999,2015,"Billion Auto Group","South Gate",0,1,
"Used",0,"Sedan","Buick","LaCrosse","CX",136169,3700,2008,"Blok Charity Auto Clearance","Gardena",5,32,"Great Deal"
"New",0,"SUV","Nissan","Kicks","SV",0,22485,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","S",0,15804,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","S",0,16015,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","1.6 SR",0,19313,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Sedan","Nissan","Versa","S",0,17715,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"Wagon","Volvo","V60 Cross Country","T5",14,48255,2020,"Volvo Cars of Orange County","Santa Ana",3.6,78,
"New",0,"SUV","Nissan","Kicks","SV",0,21690,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,21830,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"Used",0,"Coupe","BMW","M2","Base",23934,38150,2017,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Great Deal"
"New",0,"Sedan","Nissan","Versa","1.6 SR",0,19040,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,21480,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SR",0,22715,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Cadillac","XT4","Sport",12,38285,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Sedan","Nissan","Versa","1.6 SR",0,18880,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Cadillac","XT4","Premium Luxury",2373,33835,2019,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"Wagon","Chevrolet","Bolt EV","LT",10,25965,2020,"Connell Chevrolet","Costa Mesa",5,132,
"New",0,"SUV","Nissan","Kicks","SV",0,23190,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,23190,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"Sedan","Cadillac","CT5","Premium Luxury AWD",0,50330,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","Nissan","Kicks","SR",0,22965,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Pathfinder","SL",0,35985,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"New",0,"SUV","Nissan","Kicks","SV",0,20885,2020,"Nissan of Costa Mesa","Costa Mesa",0,0,
"Used",0,"Sedan","Bentley","Continental Flying Spur","",37618,38888,2006,"Private Collection Motors","Costa Mesa",4,53,"Good Deal"
"Used",0,"Cargo Van","Ford","Transit-150","XL BACKUP CAMERA",14563,24199,2017,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Sedan","Acura","Integra","GS",178731,3499,1998,"Johnny's Motors Inc.","Santa Ana",3.7,23,
"Used",0,"Sedan","Nissan","Sentra","2.0 SR",144105,3199,2011,"California Motors Direct","Santa Ana",1.5,186,
"Used",0,"Sedan","Volkswagen","Jetta","SE",41720,8994,2014,"Volkswagen of Garden Grove","Garden Grove",2.3,55,
"New",0,"SUV","Ford","EcoSport","S",3,21580,2020,"Huntington Beach Ford","Huntington Beach",3.3,470,
"New",0,"SUV","Nissan","Rogue Sport","SV",3,22741,2020,"Surf City Nissan","Huntington Beach",1,1,
"Used",0,"Sedan","Nissan","Sentra","S",50328,6980,2017,"OC Auto Club","Midway City",5,3,
"Used",0,"Coupe","Nissan","350Z","Touring",150186,7585,2006,"Cali Auto Experts","Garden Grove",5,14,"Fair Price"
"New",0,"Hatchback","Hyundai","Ioniq Hybrid","Blue",10,23170,2020,"Russell Westbrook Hyundai of Garden Grove","Garden Grove",4.4,835,
"Used",0,"Coupe","Toyota","86","860 Special Edition",38981,17995,2017,"Deluxe Auto Dealer","Midway City",4,133,"Great Deal"
"Used",0,"Coupe","Acura","RSX","",169101,3999,2004,"Best Auto Sales","Garden Grove",0,1,"Fair Price"
"New",0,"Hatchback","Hyundai","Ioniq Hybrid","Blue",10,23459,2020,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,
"Used",0,"Sedan","Chrysler","200","S",37060,11698,2016,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,"Great Deal"
"Used",0,"SUV","Ford","Utility Police Interceptor","Base",111991,10999,2017,"Hybrid 4 U","Anaheim",5,5,"Fair Price"
"New",0,"SUV","Mercedes-Benz","AMG G 63","Base",1,170895,2020,"Mercedes-Benz of Laguna Niguel / smart center of Laguna Niguel","Laguna Niguel",4.8,1247,
"Used",1,"Wagon","Volvo","V90","T5 R-Design",11383,39500,2019,"Volvo Cars Mission Viejo","Mission Viejo",4.2,32,"Good Deal"
"Used",0,"Sedan","Mitsubishi","Lancer","Ralliart",69228,13899,2014,"OC Auto Exchange","Fullerton",1,116,
"New",0,"SUV","Nissan","Kicks","SV",25,20479,2020,"Buena Park Nissan","Buena Park",5,28,
"Used",1,"SUV","Mercedes-Benz","GLE 400","Base 4MATIC",12629,47000,2019,"House of Imports","Buena Park",4.5,736,"Good Deal"
"New",0,"Sedan","Nissan","Versa","S",10,15985,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","1.6 SV",10,17928,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Versa","S",10,15985,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Jeep","Renegade","Trailhawk",16,23825,2020,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",7,31860,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
"New",0,"SUV","Nissan","Kicks","S",5,19255,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Mitsubishi","Outlander PHEV","SEL",7,31038,2019,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,
