"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
53,"services","married","secondary","no",4994,"no","no","cellular",6,1.03333333333333,0,"unknown",0,0
53,"technician","divorced","secondary","no",0,"yes","yes","cellular",5,2.25,0,"unknown",0,0
47,"management","married","tertiary","no",3681,"no","no","cellular",2,1.68333333333333,0,"unknown",0,0
49,"entrepreneur","divorced","unknown","yes",-701,"yes","no","cellular",2,16.4666666666667,0,"unknown",0,1
29,"management","married","tertiary","no",451,"no","no","cellular",1,7.51666666666667,0,"unknown",0,0
45,"blue-collar","divorced","primary","no",-311,"yes","no","unknown",1,17.1666666666667,0,"unknown",0,1
38,"entrepreneur","married","secondary","no",593,"yes","yes","cellular",24,24.7333333333333,0,"unknown",0,1
32,"blue-collar","married","secondary","no",759,"yes","no","cellular",5,5.28333333333333,0,"unknown",0,1
70,"retired","divorced","primary","no",4531,"no","no","cellular",1,7.41666666666667,0,"unknown",0,0
65,"retired","divorced","primary","no",1840,"no","no","cellular",2,6.38333333333333,5,"failure",26.8571428571429,0
56,"blue-collar","married","secondary","no",345,"yes","no","telephone",1,10.0833333333333,0,"unknown",0,0
35,"blue-collar","married","secondary","no",1287,"yes","no","cellular",2,5.5,0,"unknown",0,0
56,"management","married","unknown","no",353,"no","yes","cellular",2,2.85,0,"unknown",0,0
56,"technician","married","secondary","no",205,"no","yes","cellular",2,7.36666666666667,0,"unknown",0,0
49,"entrepreneur","married","secondary","no",687,"yes","no","cellular",1,12.8666666666667,0,"unknown",0,1
38,"unemployed","married","primary","no",1147,"yes","yes","unknown",5,4.15,0,"unknown",0,0
35,"management","married","tertiary","no",4286,"yes","no","unknown",1,5.95,0,"unknown",0,0
38,"admin.","married","tertiary","no",605,"no","no","cellular",2,2.45,0,"unknown",0,0
49,"blue-collar","married","secondary","no",8545,"yes","yes","cellular",7,3.31666666666667,1,"failure",23.8571428571429,0
55,"management","married","unknown","no",559,"no","no","cellular",2,4.51666666666667,0,"unknown",0,0
43,"blue-collar","single","primary","no",2,"yes","no","cellular",3,13.05,0,"unknown",0,0
43,"management","married","tertiary","no",2,"no","yes","cellular",2,7.86666666666667,0,"unknown",0,0
25,"admin.","single","tertiary","no",760,"yes","no","cellular",3,3.71666666666667,2,"failure",12.7142857142857,1
30,"blue-collar","married","primary","no",1317,"yes","no","unknown",2,6.58333333333333,0,"unknown",0,0
46,"blue-collar","married","secondary","no",182,"no","no","cellular",1,0.933333333333333,0,"unknown",0,0
50,"admin.","married","primary","no",276,"no","yes","unknown",6,10.6833333333333,0,"unknown",0,0
35,"entrepreneur","married","secondary","no",2971,"no","no","cellular",4,7.15,2,"failure",23.4285714285714,1
26,"unemployed","single","secondary","no",1064,"no","no","unknown",1,1.88333333333333,0,"unknown",0,0
45,"admin.","married","unknown","no",1783,"no","no","unknown",11,0.183333333333333,0,"unknown",0,0
37,"blue-collar","married","secondary","no",-67,"no","no","cellular",1,2.61666666666667,0,"unknown",0,0
60,"self-employed","single","tertiary","no",179,"no","yes","cellular",4,1.31666666666667,0,"unknown",0,0
38,"management","married","tertiary","no",1199,"no","no","cellular",1,2.96666666666667,1,"success",0.142857142857143,1
47,"blue-collar","married","primary","no",214,"yes","yes","unknown",1,2.8,0,"unknown",0,0
33,"technician","married","secondary","no",6699,"no","no","cellular",1,7.08333333333333,1,"failure",66,0
51,"unemployed","married","secondary","no",1760,"no","yes","cellular",1,2.7,0,"unknown",0,0
35,"entrepreneur","single","tertiary","no",145,"yes","no","cellular",2,13.3166666666667,0,"unknown",0,1
35,"unemployed","married","secondary","no",978,"no","no","cellular",3,22.8333333333333,3,"success",29.8571428571429,1
48,"admin.","single","secondary","no",1150,"yes","no","unknown",1,5.95,0,"unknown",0,0
37,"admin.","married","secondary","no",121,"no","no","cellular",6,0.366666666666667,0,"unknown",0,0
29,"technician","single","tertiary","no",828,"yes","no","cellular",3,3.58333333333333,3,"other",45.8571428571429,0
34,"admin.","married","secondary","no",244,"yes","no","cellular",4,0.933333333333333,0,"unknown",0,0
32,"services","married","primary","no",228,"yes","no","cellular",6,16.95,0,"unknown",0,1
30,"management","single","tertiary","no",424,"no","no","cellular",4,4.96666666666667,0,"unknown",0,1
47,"management","divorced","tertiary","no",447,"no","yes","unknown",1,2.1,0,"unknown",0,0
33,"blue-collar","married","primary","no",-195,"no","no","unknown",1,0.15,0,"unknown",0,0
33,"management","single","tertiary","no",1410,"yes","no","cellular",1,0.133333333333333,5,"failure",36.2857142857143,0
63,"retired","married","primary","no",1084,"no","no","cellular",1,3.35,1,"success",26.1428571428571,0
51,"self-employed","divorced","primary","no",10924,"no","no","cellular",2,1.76666666666667,0,"unknown",0,0
41,"management","married","tertiary","no",832,"yes","yes","cellular",1,2.73333333333333,1,"failure",25.1428571428571,0
56,"retired","married","tertiary","no",478,"no","no","cellular",1,1.61666666666667,0,"unknown",0,0
60,"management","single","tertiary","no",0,"no","yes","cellular",1,2.51666666666667,0,"unknown",0,0
41,"self-employed","single","tertiary","no",3950,"yes","no","unknown",2,1.6,0,"unknown",0,0
37,"management","single","unknown","no",504,"yes","no","cellular",1,9.25,0,"unknown",0,0
36,"blue-collar","single","secondary","no",219,"yes","yes","cellular",2,4.5,1,"failure",49.5714285714286,0
57,"management","married","tertiary","no",1602,"no","no","cellular",3,5.65,0,"unknown",0,0
55,"management","married","primary","no",2587,"no","no","cellular",2,5.46666666666667,2,"success",13.4285714285714,1
44,"admin.","married","secondary","no",0,"yes","yes","unknown",1,2.65,0,"unknown",0,0
47,"self-employed","married","tertiary","no",2303,"yes","no","cellular",2,5.38333333333333,1,"failure",52,0
31,"blue-collar","married","secondary","no",1660,"yes","no","cellular",1,5.7,0,"unknown",0,0
35,"management","married","tertiary","yes",32,"yes","no","cellular",1,3,0,"unknown",0,0
39,"management","married","tertiary","no",278,"no","yes","cellular",3,1,0,"unknown",0,0
50,"management","married","tertiary","no",4,"no","no","cellular",1,3.71666666666667,2,"failure",13.7142857142857,0
29,"management","married","tertiary","no",318,"yes","no","cellular",2,23.9,4,"failure",50.8571428571429,0
30,"services","single","secondary","no",209,"yes","no","unknown",2,0.5,0,"unknown",0,0
46,"services","married","secondary","no",271,"yes","no","unknown",4,2.23333333333333,0,"unknown",0,0
27,"management","single","unknown","no",3196,"no","no","cellular",2,0.166666666666667,0,"unknown",0,0
48,"admin.","divorced","secondary","no",4099,"no","no","cellular",2,6.61666666666667,0,"unknown",0,1
26,"student","single","secondary","no",2572,"yes","no","cellular",1,10.3333333333333,0,"unknown",0,0
36,"management","single","tertiary","no",339,"no","no","cellular",6,0.1,0,"unknown",0,0
42,"blue-collar","married","primary","no",0,"yes","yes","cellular",2,3.48333333333333,0,"unknown",0,0
50,"housemaid","married","primary","no",395,"yes","no","unknown",2,6.98333333333333,0,"unknown",0,0
49,"blue-collar","married","secondary","no",2039,"yes","no","cellular",2,4.71666666666667,0,"unknown",0,0
45,"management","married","tertiary","no",5450,"no","no","cellular",2,3.13333333333333,0,"unknown",0,0
23,"student","single","secondary","no",780,"no","no","cellular",1,4.45,0,"unknown",0,0
38,"technician","single","secondary","no",0,"yes","no","cellular",2,3.26666666666667,0,"unknown",0,0
32,"management","single","tertiary","no",8436,"yes","no","cellular",1,4.08333333333333,2,"failure",21.2857142857143,0
60,"technician","single","primary","no",11262,"no","no","cellular",1,5.38333333333333,0,"unknown",0,1
30,"entrepreneur","married","secondary","no",946,"yes","no","cellular",1,17.75,1,"other",26.1428571428571,0
58,"housemaid","married","tertiary","no",497,"no","no","unknown",5,2.3,0,"unknown",0,0
60,"retired","married","primary","no",55,"no","no","cellular",1,3.45,0,"unknown",0,0
38,"services","married","secondary","no",-140,"no","no","unknown",3,7.6,0,"unknown",0,0
51,"technician","married","secondary","no",-379,"yes","no","cellular",1,4.35,0,"unknown",0,0
42,"admin.","married","secondary","no",-396,"yes","no","cellular",1,1.33333333333333,4,"failure",44,0
30,"services","single","secondary","no",0,"yes","no","cellular",6,2.18333333333333,9,"failure",51.8571428571429,0
40,"management","married","primary","no",733,"yes","no","unknown",7,1.56666666666667,0,"unknown",0,0
37,"management","married","tertiary","no",393,"yes","no","cellular",3,9.45,4,"failure",39.2857142857143,1
53,"technician","divorced","primary","no",7290,"yes","no","unknown",1,2.55,0,"unknown",0,0
27,"services","single","secondary","no",468,"yes","no","cellular",1,1.81666666666667,0,"unknown",0,0
39,"blue-collar","married","secondary","no",0,"yes","no","cellular",1,0.883333333333333,1,"failure",46.4285714285714,0
39,"blue-collar","married","primary","no",3705,"yes","no","unknown",1,1.28333333333333,0,"unknown",0,0
59,"retired","married","tertiary","no",9676,"no","no","telephone",2,3.9,0,"unknown",0,1
37,"services","married","secondary","no",1328,"yes","no","telephone",2,2.01666666666667,4,"failure",48.7142857142857,0
41,"blue-collar","married","primary","no",8,"yes","no","cellular",2,2.58333333333333,0,"unknown",0,0
45,"blue-collar","married","primary","no",61,"no","no","cellular",1,1.8,0,"unknown",0,0
48,"management","married","tertiary","no",6613,"no","no","unknown",3,2.65,0,"unknown",0,0
48,"technician","married","secondary","no",302,"yes","no","unknown",3,3.46666666666667,0,"unknown",0,0
32,"blue-collar","married","secondary","no",1005,"no","no","cellular",1,3.58333333333333,0,"unknown",0,0
35,"services","married","secondary","no",109,"yes","no","unknown",3,9.95,0,"unknown",0,0
33,"management","single","tertiary","no",1240,"yes","no","cellular",2,8.41666666666667,1,"other",37.1428571428571,0
28,"blue-collar","single","primary","no",0,"yes","yes","unknown",4,6.33333333333333,0,"unknown",0,0
64,"retired","married","unknown","no",2923,"no","no","cellular",1,2,0,"unknown",0,0
35,"technician","married","secondary","no",0,"no","no","cellular",4,1.76666666666667,0,"unknown",0,0
33,"blue-collar","married","secondary","no",43,"yes","no","cellular",2,5.53333333333333,2,"failure",51.1428571428571,0
41,"technician","married","secondary","no",288,"yes","no","unknown",4,3.68333333333333,0,"unknown",0,0
34,"admin.","married","secondary","no",613,"yes","no","cellular",1,1.33333333333333,0,"unknown",0,0
37,"technician","single","tertiary","no",6101,"no","no","cellular",5,1,1,"success",12.4285714285714,0
38,"blue-collar","married","primary","no",168,"yes","yes","telephone",3,3.53333333333333,0,"unknown",0,0
39,"blue-collar","married","primary","no",7685,"yes","no","cellular",3,8.21666666666667,0,"unknown",0,0
35,"technician","divorced","tertiary","no",4515,"yes","no","cellular",2,1.63333333333333,0,"unknown",0,0
28,"blue-collar","single","secondary","no",517,"no","yes","cellular",1,11.35,0,"unknown",0,1
27,"blue-collar","single","secondary","no",148,"no","no","cellular",1,3.38333333333333,0,"unknown",0,0
48,"retired","married","primary","yes",-285,"no","yes","cellular",1,2.61666666666667,0,"unknown",0,0
50,"blue-collar","married","secondary","no",887,"no","no","unknown",1,4.78333333333333,0,"unknown",0,0
45,"self-employed","married","secondary","no",3098,"yes","no","cellular",2,2.65,0,"unknown",0,0
41,"technician","married","tertiary","no",744,"yes","no","unknown",1,2.08333333333333,0,"unknown",0,0
39,"technician","married","secondary","no",130,"no","no","cellular",2,3.36666666666667,0,"unknown",0,0
44,"management","married","secondary","no",438,"yes","no","telephone",3,0.616666666666667,1,"failure",43.2857142857143,0
54,"admin.","married","secondary","no",0,"no","no","cellular",1,2.68333333333333,2,"failure",14,1
49,"management","married","tertiary","no",322,"no","no","cellular",4,1.2,0,"unknown",0,0
34,"blue-collar","single","secondary","no",186,"no","no","cellular",1,5.7,0,"unknown",0,0
75,"retired","divorced","tertiary","no",3810,"yes","no","cellular",1,4.36666666666667,1,"failure",26.1428571428571,1
42,"management","married","tertiary","no",0,"no","no","cellular",2,5.41666666666667,0,"unknown",0,0
53,"blue-collar","married","secondary","no",4380,"no","no","telephone",7,3.71666666666667,0,"unknown",0,0
49,"management","divorced","tertiary","no",755,"no","no","cellular",4,20.2,0,"unknown",0,1
31,"services","single","secondary","no",2070,"no","no","cellular",2,5.31666666666667,0,"unknown",0,0
45,"blue-collar","single","primary","no",999,"no","no","cellular",2,3.03333333333333,0,"unknown",0,0
39,"self-employed","married","secondary","no",167,"yes","yes","cellular",1,5.5,0,"unknown",0,0
46,"technician","married","secondary","no",1322,"yes","yes","cellular",1,8.56666666666667,0,"unknown",0,0
42,"admin.","divorced","secondary","no",1076,"yes","no","unknown",1,3.55,0,"unknown",0,0
37,"management","married","tertiary","no",502,"yes","no","cellular",1,9.18333333333333,1,"failure",50.1428571428571,0
26,"technician","single","tertiary","no",1216,"yes","no","cellular",2,7.86666666666667,0,"unknown",0,0
37,"management","single","tertiary","no",876,"yes","no","cellular",4,2.33333333333333,2,"failure",46.7142857142857,0
36,"services","single","secondary","no",342,"yes","no","unknown",1,2.36666666666667,0,"unknown",0,0
29,"blue-collar","single","primary","no",950,"yes","no","unknown",3,2.25,0,"unknown",0,0
36,"blue-collar","married","primary","no",973,"yes","yes","unknown",1,4.88333333333333,0,"unknown",0,0
26,"technician","married","tertiary","no",3825,"yes","no","unknown",1,1.78333333333333,0,"unknown",0,0
32,"blue-collar","married","secondary","no",2366,"yes","no","unknown",2,2.11666666666667,0,"unknown",0,0
40,"management","married","tertiary","no",542,"yes","no","cellular",1,30.2666666666667,0,"unknown",0,0
53,"management","married","primary","no",995,"no","no","cellular",3,3.33333333333333,0,"unknown",0,0
29,"management","married","tertiary","no",20,"yes","no","cellular",1,6.96666666666667,0,"unknown",0,0
34,"technician","single","tertiary","no",228,"yes","no","cellular",4,6.45,0,"unknown",0,0
43,"blue-collar","married","secondary","no",130,"no","no","cellular",1,2.6,3,"failure",48.1428571428571,0
56,"management","married","tertiary","no",217,"no","yes","cellular",2,2.01666666666667,0,"unknown",0,0
55,"entrepreneur","divorced","tertiary","no",0,"no","no","unknown",2,1.8,0,"unknown",0,0
31,"self-employed","married","tertiary","no",259,"yes","no","cellular",1,0.783333333333333,0,"unknown",0,0
27,"admin.","single","secondary","no",619,"yes","no","cellular",5,0.266666666666667,4,"other",46,0
36,"management","married","secondary","no",644,"yes","no","cellular",2,0.9,0,"unknown",0,0
44,"management","married","tertiary","no",22,"yes","no","cellular",2,4.41666666666667,0,"unknown",0,0
37,"admin.","divorced","tertiary","no",4303,"yes","no","unknown",1,2.8,0,"unknown",0,0
30,"admin.","single","secondary","no",239,"yes","no","cellular",3,1.91666666666667,0,"unknown",0,0
42,"technician","single","secondary","no",275,"no","no","cellular",8,0.516666666666667,0,"unknown",0,0
