"region","date","asp","units"
"Denver","7/19/2015",1.1,857872.86
"Denver","7/12/2015",1.18,738933.68
"Denver","7/5/2015",1.19,736913.15
"Denver","6/28/2015",1.2,696697.65
"Denver","6/21/2015",1.16,730826.79
"Denver","6/14/2015",1.16,743005.75
"Denver","6/7/2015",1.11,782886.63
"Denver","5/31/2015",1.26,600377.94
"Denver","5/24/2015",1.16,657593.22
"Denver","5/17/2015",1.21,592588.01
"Denver","5/10/2015",1.08,735145.02
"Denver","5/3/2015",1.01,781496.4
"Denver","4/26/2015",1.19,620827.49
"Denver","4/19/2015",1.08,797021.22
"Denver","4/12/2015",1.05,858680.51
"Denver","4/5/2015",1.19,645727.95
"Denver","3/29/2015",1.11,627546.3
"Denver","3/22/2015",1.15,603112.11
"Denver","3/15/2015",1.03,662131.8
"Denver","3/8/2015",1.03,719792.51
"Denver","3/1/2015",1.03,670820.5
"Denver","2/22/2015",1,899302.8
"Denver","2/15/2015",1.12,629074.28
"Denver","2/8/2015",0.95,766576.39
"Denver","2/1/2015",0.93,990211.57
"Denver","1/25/2015",1.02,695658.81
"Denver","1/18/2015",0.99,808194.41
"Denver","1/11/2015",1.09,666579.35
"Denver","1/4/2015",0.99,668086
"Detroit","12/27/2015",1.08,255499.7
"Detroit","12/20/2015",1.1,250436.24
"Detroit","12/13/2015",1.05,275587.85
"Detroit","12/6/2015",0.98,339797.19
"Detroit","11/29/2015",1.11,228427.08
"Detroit","11/22/2015",1.09,270529.34
"Detroit","11/15/2015",1.1,248933.35
"Detroit","11/8/2015",1.03,343645.67
"Detroit","11/1/2015",1.04,340746.59
"Detroit","10/25/2015",1.17,251336.74
"Detroit","10/18/2015",0.97,358143.26
"Detroit","10/11/2015",0.99,362400.65
"Detroit","10/4/2015",1.1,286400.89
"Detroit","9/27/2015",1.17,257472.31
"Detroit","9/20/2015",1,373545.23
"Detroit","9/13/2015",1.03,401472.63
"Detroit","9/6/2015",1.09,336982.39
"Detroit","8/30/2015",0.96,422762.9
"Detroit","8/23/2015",1.11,267968.5
"Detroit","8/16/2015",0.97,400251.59
"Detroit","8/9/2015",1.07,341289.98
"Detroit","8/2/2015",1.04,364735.69
"Detroit","7/26/2015",0.99,326233.8
"Detroit","7/19/2015",1.04,370830.93
"Detroit","7/12/2015",1.02,310049.5
"Detroit","7/5/2015",1.06,373691.57
"Detroit","6/28/2015",1,329753.61
"Detroit","6/21/2015",0.97,424580.52
"Detroit","6/14/2015",1.04,372413.5
"Detroit","6/7/2015",0.97,447813.52
"Detroit","5/31/2015",1.09,324400.67
"Detroit","5/24/2015",1.03,373245.43
"Detroit","5/17/2015",0.95,495155.82
"Detroit","5/10/2015",1.11,360917.96
"Detroit","5/3/2015",1.06,374659.88
"Detroit","4/26/2015",1.01,361243.2
"Detroit","4/19/2015",0.96,468643.05
"Detroit","4/12/2015",1.02,271182.01
"Detroit","4/5/2015",1.11,295385.41
"Detroit","3/29/2015",0.97,304048.16
"Detroit","3/22/2015",0.97,455372.43
"Detroit","3/15/2015",1.13,254974.87
"Detroit","3/8/2015",1.01,278695.29
"Detroit","3/1/2015",0.97,397899.56
"Detroit","2/22/2015",1.15,250888.8
"Detroit","2/15/2015",1.16,255597.63
"Detroit","2/8/2015",1.11,268195.87
"Detroit","2/1/2015",0.92,539750.77
"Detroit","1/25/2015",1.19,277325.29
"Detroit","1/18/2015",1.1,291788.43
"Detroit","1/11/2015",1.08,332165.05
"Detroit","1/4/2015",1.01,369694.27
"GrandRapids","12/27/2015",1.13,147713.85
"GrandRapids","12/20/2015",1.13,126262.26
"GrandRapids","12/13/2015",1.24,117645.69
"GrandRapids","12/6/2015",0.93,217174.66
"GrandRapids","11/29/2015",1.12,120552.43
"GrandRapids","11/22/2015",1.11,140981.22
"GrandRapids","11/15/2015",1.2,129448.75
"GrandRapids","11/8/2015",0.93,198257.69
"GrandRapids","11/1/2015",0.91,205592.1
"GrandRapids","10/25/2015",1.14,134921.44
"GrandRapids","10/18/2015",0.94,184806.99
"GrandRapids","10/11/2015",0.97,198769.54
"GrandRapids","10/4/2015",0.99,160322.48
"GrandRapids","9/27/2015",1.15,137849.61
"GrandRapids","9/20/2015",0.88,244696.01
"GrandRapids","9/13/2015",0.95,219380.93
"GrandRapids","9/6/2015",1.09,170309.3
"GrandRapids","8/30/2015",0.91,226898.73
"GrandRapids","8/23/2015",1.28,128681.94
"GrandRapids","8/16/2015",0.89,268902.14
"GrandRapids","8/9/2015",1.08,186733.16
"GrandRapids","8/2/2015",1.05,184067.49
"GrandRapids","7/26/2015",1.12,153868.79
"GrandRapids","7/19/2015",1.05,215736.47
"GrandRapids","7/12/2015",1.19,153112.84
"GrandRapids","7/5/2015",1.16,202842.97
"GrandRapids","6/28/2015",1.1,155972.38
"GrandRapids","6/21/2015",0.96,265555.66
"GrandRapids","6/14/2015",1.07,197387.76
"GrandRapids","6/7/2015",1.14,212599.11
"GrandRapids","5/31/2015",1.31,167907.51
"GrandRapids","5/24/2015",1.3,158917.21
"GrandRapids","5/17/2015",0.97,277502.12
"GrandRapids","5/10/2015",1.36,159642.82
"GrandRapids","5/3/2015",1.06,238550.81
"GrandRapids","4/26/2015",1.09,189609.49
"GrandRapids","4/19/2015",0.93,310672.4
"GrandRapids","4/12/2015",1.13,147494.24
"GrandRapids","4/5/2015",1.22,157721.54
"GrandRapids","3/29/2015",1.11,149631.24
"GrandRapids","3/22/2015",0.91,311876.75
"GrandRapids","3/15/2015",1.35,123895.07
"GrandRapids","3/8/2015",1.08,146835.6
"GrandRapids","3/1/2015",0.95,263987.21
"GrandRapids","2/22/2015",1.31,129295.86
"GrandRapids","2/15/2015",1.21,136761.35
"GrandRapids","2/8/2015",1.24,132621.01
"GrandRapids","2/1/2015",0.94,309471.69
"GrandRapids","1/25/2015",1.19,144301.73
"GrandRapids","1/18/2015",1.07,150201.39
"GrandRapids","1/11/2015",1.03,185135.41
"GrandRapids","1/4/2015",0.95,258979.63
"HarrisburgScranton","12/27/2015",1.16,173645.55
"HarrisburgScranton","12/20/2015",1.11,180186.23
"HarrisburgScranton","12/13/2015",1.14,187058.65
"HarrisburgScranton","12/6/2015",1.1,171195.76
"HarrisburgScranton","11/29/2015",1.17,146103.34
"HarrisburgScranton","11/22/2015",1.16,162429.43
"HarrisburgScranton","11/15/2015",1.09,189916.88
"HarrisburgScranton","11/8/2015",1.09,214993.36
"HarrisburgScranton","11/1/2015",1.13,219970.37
"HarrisburgScranton","10/25/2015",1.11,183276.68
"HarrisburgScranton","10/18/2015",0.93,264223.22
"HarrisburgScranton","10/11/2015",1.05,225079.92
"HarrisburgScranton","10/4/2015",1.16,188436.91
"HarrisburgScranton","9/27/2015",1.15,192478.26
"HarrisburgScranton","9/20/2015",1.17,188314.24
"HarrisburgScranton","9/13/2015",1.07,254744.58
"HarrisburgScranton","9/6/2015",1.19,225494.59
"HarrisburgScranton","8/30/2015",1.18,219908.82
"HarrisburgScranton","8/23/2015",1.1,222637.15
"HarrisburgScranton","8/16/2015",1.09,247813.45
"HarrisburgScranton","8/9/2015",1.07,247575.06
"HarrisburgScranton","8/2/2015",1.1,242281.36
"HarrisburgScranton","7/26/2015",1.17,225227.57
"HarrisburgScranton","7/19/2015",1.19,229650.57
"HarrisburgScranton","7/12/2015",1.17,233638.96
"HarrisburgScranton","7/5/2015",1.19,275844.88
"HarrisburgScranton","6/28/2015",1.2,243537.29
"HarrisburgScranton","6/21/2015",1.19,255431.85
"HarrisburgScranton","6/14/2015",1.13,277578.88
"HarrisburgScranton","6/7/2015",1.21,265638.42
"HarrisburgScranton","5/31/2015",1.22,260058.34
"HarrisburgScranton","5/24/2015",1.21,270097.92
"HarrisburgScranton","5/17/2015",1.19,252843.56
"HarrisburgScranton","5/10/2015",1.19,299147.73
"HarrisburgScranton","5/3/2015",1.17,255913.63
"HarrisburgScranton","4/26/2015",1.21,234322.13
"HarrisburgScranton","4/19/2015",1.17,237429.16
"HarrisburgScranton","4/12/2015",1.18,201544.53
"HarrisburgScranton","4/5/2015",1.21,216376.66
"HarrisburgScranton","3/29/2015",1.14,197282.25
"HarrisburgScranton","3/22/2015",1.08,219149.75
"HarrisburgScranton","3/15/2015",1.2,190760.3
"HarrisburgScranton","3/8/2015",1.15,192277.92
"HarrisburgScranton","3/1/2015",1.07,230913.14
"HarrisburgScranton","2/22/2015",1.2,191040.19
"HarrisburgScranton","2/15/2015",1.22,187671.77
"HarrisburgScranton","2/8/2015",1.02,239756.62
"HarrisburgScranton","2/1/2015",1.06,283137.88
"HarrisburgScranton","1/25/2015",1.17,206074.14
"HarrisburgScranton","1/18/2015",1.24,182604.68
"HarrisburgScranton","1/11/2015",1.26,178735.25
"HarrisburgScranton","1/4/2015",1.05,203939.14
"HartfordSpringfield","12/27/2015",1.27,243556.57
"HartfordSpringfield","12/20/2015",1.18,264155.74
"HartfordSpringfield","12/13/2015",1.24,238558.16
"HartfordSpringfield","12/6/2015",1.19,239945.42
"HartfordSpringfield","11/29/2015",1.32,213631.54
"HartfordSpringfield","11/22/2015",1.27,212091.14
"HartfordSpringfield","11/15/2015",1.12,275217.97
"HartfordSpringfield","11/8/2015",1.16,309186.06
"HartfordSpringfield","11/1/2015",1.16,326067.03
"HartfordSpringfield","10/25/2015",1.2,234361.36
"HartfordSpringfield","10/18/2015",0.93,407866.27
"HartfordSpringfield","10/11/2015",1.38,264227.78
"HartfordSpringfield","10/4/2015",1.3,262638.61
"HartfordSpringfield","9/27/2015",1.29,247141.63
"HartfordSpringfield","9/20/2015",1.25,241532.74
"HartfordSpringfield","9/13/2015",1.11,341176.21
"HartfordSpringfield","9/6/2015",1.27,281256.19
"HartfordSpringfield","8/30/2015",1.26,292827.27
"HartfordSpringfield","8/23/2015",1.14,298493.22
"HartfordSpringfield","8/16/2015",1.12,351074.46
"HartfordSpringfield","8/9/2015",1.12,354490.75
"HartfordSpringfield","8/2/2015",1.16,323449.77
"HartfordSpringfield","7/26/2015",1.3,266049.58
"HartfordSpringfield","7/19/2015",1.32,258239.1
"HartfordSpringfield","7/12/2015",1.06,389782.2
"HartfordSpringfield","7/5/2015",1.25,339064.22
"HartfordSpringfield","6/28/2015",1.27,304624.07
"HartfordSpringfield","6/21/2015",1.25,341628.84
"HartfordSpringfield","6/14/2015",1.15,338036.94
"HartfordSpringfield","6/7/2015",1.29,353474.52
"HartfordSpringfield","5/31/2015",1.33,319502.82
"HartfordSpringfield","5/24/2015",1.34,314930.61
"HartfordSpringfield","5/17/2015",1.2,358753.17
"HartfordSpringfield","5/10/2015",1.25,370924.13
"HartfordSpringfield","5/3/2015",1.25,329589.03
"HartfordSpringfield","4/26/2015",1.36,277178.42
"HartfordSpringfield","4/19/2015",1.35,271198.73
"HartfordSpringfield","4/12/2015",1.25,251083.39
"HartfordSpringfield","4/5/2015",1.33,246967.21
"HartfordSpringfield","3/29/2015",1.22,241495.12
"HartfordSpringfield","3/22/2015",1.11,292821.36
"HartfordSpringfield","3/15/2015",1.4,225761.68
"HartfordSpringfield","3/8/2015",1.43,210375.08
"HartfordSpringfield","3/1/2015",1.12,314917.55
"HartfordSpringfield","2/22/2015",1.38,220210.32
"HartfordSpringfield","2/15/2015",1.39,223170.31
"HartfordSpringfield","2/8/2015",1.09,364571.57
"HartfordSpringfield","2/1/2015",1.32,297969.31
"HartfordSpringfield","1/25/2015",1.35,241174.11
"HartfordSpringfield","1/18/2015",1.39,229216.05
"HartfordSpringfield","1/11/2015",1.38,232640.15
"HartfordSpringfield","1/4/2015",1.06,332208.14
"Houston","12/27/2015",0.78,944506.54
"Houston","12/20/2015",0.75,922355.67
"Houston","12/13/2015",0.73,998752.95
"Houston","12/6/2015",0.74,989676.85
"Houston","11/29/2015",0.79,783225.98
"Houston","11/22/2015",0.73,913002.96
"Houston","11/15/2015",0.72,998801.78
"Houston","11/8/2015",0.75,983909.85
"Houston","11/1/2015",0.77,1007805.74
"Houston","10/25/2015",0.88,933623.58
"Houston","10/18/2015",0.9,847813.12
"Houston","10/11/2015",0.79,1036269.51
"Houston","10/4/2015",0.82,1019283.99
"Houston","9/27/2015",0.86,968988.09
"Houston","9/20/2015",0.83,967228.05
"Houston","9/13/2015",0.89,1095790.27
"Houston","9/6/2015",0.89,1090493.39
"Houston","8/30/2015",0.88,926124.93
"Houston","8/23/2015",0.89,933166.17
"Houston","8/16/2015",0.92,968899.09
"Houston","8/9/2015",0.92,935149.69
"Houston","8/2/2015",0.9,948126.9
"Houston","7/26/2015",0.79,1086740.19
"Houston","7/19/2015",0.78,1093424.59
"Houston","7/12/2015",0.79,999607.51
"Houston","7/5/2015",0.79,1173819.67
"Houston","6/28/2015",0.74,1135915.03
"Houston","6/21/2015",0.74,1196121.27
"Houston","6/14/2015",0.62,1533409.28
"Houston","6/7/2015",0.72,1172177.72
"Houston","5/31/2015",0.72,1262932.78
"Houston","5/24/2015",0.83,1089679.39
"Houston","5/17/2015",0.82,1025659.59
"Houston","5/10/2015",0.76,1201673.17
"Houston","5/3/2015",0.74,1296308.05
"Houston","4/26/2015",0.79,1082231.89
"Houston","4/19/2015",0.82,933033.17
"Houston","4/12/2015",0.79,1096074.97
"Houston","4/5/2015",0.83,1249645.2
"Houston","3/29/2015",0.79,1116225.29
"Houston","3/22/2015",0.8,1036663.77
"Houston","3/15/2015",0.77,1043172.77
"Houston","3/8/2015",0.78,1166055.83
"Houston","3/1/2015",0.87,991328.46
"Houston","2/22/2015",0.82,978807.74
"Houston","2/15/2015",0.73,1062387.72
"Houston","2/8/2015",0.7,1180723.02
"Houston","2/1/2015",0.72,1280364.01
"Houston","1/25/2015",0.77,983910.94
"Houston","1/18/2015",0.77,1017854.16
"Houston","1/11/2015",0.78,1062071.65
"Houston","1/4/2015",0.71,1062990.62
"Indianapolis","12/27/2015",1.04,123096.09
"Indianapolis","12/20/2015",1.1,116353.68
"Indianapolis","12/13/2015",1.03,125342.89
"Indianapolis","12/6/2015",0.92,145740.44
"Indianapolis","11/29/2015",1.08,108444.41
"Indianapolis","11/22/2015",1.11,115384.56
"Indianapolis","11/15/2015",1.08,124218.61
"Indianapolis","11/8/2015",0.96,147799.55
"Indianapolis","11/1/2015",1.01,147459.62
"Indianapolis","10/25/2015",1.02,151558.74
"Indianapolis","10/18/2015",0.97,159463.52
"Indianapolis","10/11/2015",1.1,128848.68
"Indianapolis","10/4/2015",0.98,139679.01
"Indianapolis","9/27/2015",1.04,139490.52
"Indianapolis","9/20/2015",0.91,185962.59
"Indianapolis","9/13/2015",0.87,201620.58
"Indianapolis","9/6/2015",1.11,156608.28
"Indianapolis","8/30/2015",1.17,147066.48
"Indianapolis","8/23/2015",1.22,131935.23
"Indianapolis","8/16/2015",1.14,160059.77
"Indianapolis","8/9/2015",1.2,148384.89
"Indianapolis","8/2/2015",1.21,151883.21
"Indianapolis","7/26/2015",1.22,144476.44
"Indianapolis","7/19/2015",1.07,168164.47
"Indianapolis","7/12/2015",1.05,161431.59
"Indianapolis","7/5/2015",1.05,190716.43
"Indianapolis","6/28/2015",0.95,198267.13
"Indianapolis","6/21/2015",1.03,205199.16
"Indianapolis","6/14/2015",1.15,173545.33
"Indianapolis","6/7/2015",1.28,155730.59
"Indianapolis","5/31/2015",1.37,142817.83
"Indianapolis","5/24/2015",1.29,168797.97
"Indianapolis","5/17/2015",1.26,164076.81
"Indianapolis","5/10/2015",1.06,195532.38
"Indianapolis","5/3/2015",1.13,178889.83
"Indianapolis","4/26/2015",1.24,158499.41
"Indianapolis","4/19/2015",1.08,179103.3
"Indianapolis","4/12/2015",1.15,146422.18
"Indianapolis","4/5/2015",1.17,151260.15
"Indianapolis","3/29/2015",1.09,161288.59
"Indianapolis","3/22/2015",1.11,160557.81
"Indianapolis","3/15/2015",1.21,140487.57
"Indianapolis","3/8/2015",1.07,160438.38
"Indianapolis","3/1/2015",1.13,169556.49
"Indianapolis","2/22/2015",1.34,127501.04
"Indianapolis","2/15/2015",1.3,121767.82
"Indianapolis","2/8/2015",0.98,158792.02
"Indianapolis","2/1/2015",0.92,245352.56
"Indianapolis","1/25/2015",1.06,149473.79
"Indianapolis","1/18/2015",1.14,149319.82
"Indianapolis","1/11/2015",1.25,138617.04
"Indianapolis","1/4/2015",1.02,160130.15
"Jacksonville","12/27/2015",0.99,132982.84
"Jacksonville","12/20/2015",1.19,95935.66
"Jacksonville","12/13/2015",0.96,140036.16
"Jacksonville","12/6/2015",1.19,93337.13
"Jacksonville","11/29/2015",0.96,121236.54
"Jacksonville","11/22/2015",0.98,115300.79
"Jacksonville","11/15/2015",1.25,90999.05
"Jacksonville","11/8/2015",1.25,94495.69
"Jacksonville","11/1/2015",0.97,162559.72
"Jacksonville","10/25/2015",1.22,98097.37
"Jacksonville","10/18/2015",1.25,92599.79
"Jacksonville","10/11/2015",0.99,141875.2
"Jacksonville","10/4/2015",0.99,153146.21
"Jacksonville","9/27/2015",1.27,92325.73
"Jacksonville","9/20/2015",0.99,157688.29
"Jacksonville","9/13/2015",1.24,102870.89
"Jacksonville","9/6/2015",0.98,179837.71
"Jacksonville","8/30/2015",1.26,116109
"Jacksonville","8/23/2015",1.25,111825.39
"Jacksonville","8/16/2015",1.25,107523.14
"Jacksonville","8/9/2015",0.99,188720.77
"Jacksonville","8/2/2015",1.24,112332.05
"Jacksonville","7/26/2015",1.25,112997.27
"Jacksonville","7/19/2015",1,173741.3
"Jacksonville","7/12/2015",1.22,110964.6
"Jacksonville","7/5/2015",0.95,211960.25
"Jacksonville","6/28/2015",1.16,135739.94
"Jacksonville","6/21/2015",0.95,192111.32
"Jacksonville","6/14/2015",1.2,129526.61
"Jacksonville","6/7/2015",0.98,190396.8
"Jacksonville","5/31/2015",1.24,128105.43
"Jacksonville","5/24/2015",1,195410.86
"Jacksonville","5/17/2015",1.22,120930.26
"Jacksonville","5/10/2015",1.24,125605.25
"Jacksonville","5/3/2015",0.96,254514.32
"Jacksonville","4/26/2015",1.21,127939.11
"Jacksonville","4/19/2015",1.17,124795.93
"Jacksonville","4/12/2015",0.99,180970.46
"Jacksonville","4/5/2015",1.1,146744.37
"Jacksonville","3/29/2015",1.2,109050.11
"Jacksonville","3/22/2015",0.96,185570.06
"Jacksonville","3/15/2015",1.27,110128.66
"Jacksonville","3/8/2015",1.24,112487.2
"Jacksonville","3/1/2015",1.01,167254.64
"Jacksonville","2/22/2015",1.1,121048.7
"Jacksonville","2/15/2015",1.24,105176.25
"Jacksonville","2/8/2015",1.21,91840.75
"Jacksonville","2/1/2015",0.92,237910.63
"Jacksonville","1/25/2015",1.2,109940.55
"Jacksonville","1/18/2015",1.27,99496.16
"Jacksonville","1/11/2015",1.2,99757.17
"Jacksonville","1/4/2015",0.97,153506.84
"LasVegas","12/27/2015",0.83,292707.14
"LasVegas","12/20/2015",0.96,232294.71
"LasVegas","12/13/2015",0.95,216119.35
"LasVegas","12/6/2015",0.89,244024.83
"LasVegas","11/29/2015",0.95,205476.61
"LasVegas","11/22/2015",0.98,215985.17
"LasVegas","11/15/2015",0.95,247795.44
"LasVegas","11/8/2015",0.92,237248.22
"LasVegas","11/1/2015",0.99,230414.44
"LasVegas","10/25/2015",0.98,245167.14
"LasVegas","10/18/2015",0.91,279364.03
"LasVegas","10/11/2015",0.94,268709.29
"LasVegas","10/4/2015",0.97,269072.2
"LasVegas","9/27/2015",0.97,272925.76
"LasVegas","9/20/2015",0.97,284247.2
"LasVegas","9/13/2015",0.88,346994.49
"LasVegas","9/6/2015",1.02,311124.27
"LasVegas","8/30/2015",1.09,284309.17
"LasVegas","8/23/2015",1.06,261084.13
"LasVegas","8/16/2015",0.96,314774.36
"LasVegas","8/9/2015",0.96,353118.24
"LasVegas","8/2/2015",1.09,272441.01
"LasVegas","7/26/2015",1.06,272267.5
"LasVegas","7/19/2015",1.03,269642.38
"LasVegas","7/12/2015",1.02,277827.44
"LasVegas","7/5/2015",1.05,332735.24
"LasVegas","6/28/2015",1.01,293408.89
"LasVegas","6/21/2015",0.9,338638.8
"LasVegas","6/14/2015",0.88,389599.87
"LasVegas","6/7/2015",1.02,335693.08
"LasVegas","5/31/2015",1.03,285741.48
"LasVegas","5/24/2015",0.98,293059.1
"LasVegas","5/17/2015",0.95,279843.22
"LasVegas","5/10/2015",0.98,325085.14
"LasVegas","5/3/2015",0.94,406840.38
"LasVegas","4/26/2015",0.88,334718.74
"LasVegas","4/19/2015",0.82,336520.6
"LasVegas","4/12/2015",0.76,369817.99
"LasVegas","4/5/2015",0.81,360356.29
"LasVegas","3/29/2015",0.84,354048.59
"LasVegas","3/22/2015",0.9,311228.44
"LasVegas","3/15/2015",1.07,261650.41
"LasVegas","3/8/2015",1.01,291046.81
"LasVegas","3/1/2015",1.05,293036.34
"LasVegas","2/22/2015",1.16,242732.32
"LasVegas","2/15/2015",1.12,255465.26
"LasVegas","2/8/2015",1.01,318770.67
"LasVegas","2/1/2015",0.94,370223.11
"LasVegas","1/25/2015",1.06,249509.99
"LasVegas","1/18/2015",1.06,233186.09
"LasVegas","1/11/2015",0.93,274481.48
"LasVegas","1/4/2015",0.8,317861.35
"LosAngeles","12/27/2015",0.8,2326942.14
"LosAngeles","12/20/2015",0.85,2149872.45
"LosAngeles","12/13/2015",0.74,2690296.07
"LosAngeles","12/6/2015",0.66,3048290.53
"LosAngeles","11/29/2015",0.83,2156008.93
"LosAngeles","11/22/2015",0.81,2268076.38
"LosAngeles","11/15/2015",0.74,2828361.9
"LosAngeles","11/8/2015",0.84,2621078.31
"LosAngeles","11/1/2015",0.89,2617806.65
"LosAngeles","10/25/2015",0.95,2327634.45
"LosAngeles","10/18/2015",0.89,2661345.12
"LosAngeles","10/11/2015",0.92,2591981.76
"LosAngeles","10/4/2015",0.98,2278629.09
"LosAngeles","9/27/2015",0.9,2674658.54
"LosAngeles","9/20/2015",0.99,2392448.9
"LosAngeles","9/13/2015",0.98,2549512.5
"LosAngeles","9/6/2015",0.92,2983163.34
"LosAngeles","8/30/2015",0.9,3037663.98
"LosAngeles","8/23/2015",1.03,2604991.25
"LosAngeles","8/16/2015",0.93,2943218.77
"LosAngeles","8/9/2015",0.94,3371114.14
"LosAngeles","8/2/2015",1,2742211.46
"LosAngeles","7/26/2015",0.95,2893887.74
"LosAngeles","7/19/2015",1.02,2614726.11
"LosAngeles","7/12/2015",1.03,2652480.7
"LosAngeles","7/5/2015",0.96,3435374.51
"LosAngeles","6/28/2015",0.94,2921148.91
"LosAngeles","6/21/2015",0.91,3040023.34
"LosAngeles","6/14/2015",0.79,3689140.93
"LosAngeles","6/7/2015",0.84,3261844.41
"LosAngeles","5/31/2015",0.85,3196936.02
"LosAngeles","5/24/2015",0.97,2853904.6
"LosAngeles","5/17/2015",0.98,2557700.83
"LosAngeles","5/10/2015",0.78,3553642.53
"LosAngeles","5/3/2015",0.78,4015563.02
"LosAngeles","4/26/2015",1.02,2355703.98
"LosAngeles","4/19/2015",0.93,2901188.07
"LosAngeles","4/12/2015",0.93,2799667.4
"LosAngeles","4/5/2015",1.01,2603114.56
"LosAngeles","3/29/2015",1,2566690.28
"LosAngeles","3/22/2015",1.01,2466735.33
"LosAngeles","3/15/2015",0.94,2690257.2
"LosAngeles","3/8/2015",0.86,2797745.89
"LosAngeles","3/1/2015",0.75,3094278.93
"LosAngeles","2/22/2015",0.83,2954705.54
"LosAngeles","2/15/2015",0.83,2926435.94
"LosAngeles","2/8/2015",0.9,2641032.65
"LosAngeles","2/1/2015",0.74,4031949.04
"LosAngeles","1/25/2015",0.96,2329987.29
